user,location,gender,followers,text,created_time,comments,good
娱乐圈神评,北京,f,3151427,#李诞对张艺兴的吐槽好狠#吐槽得一点都不留情面，你注意到艺兴怎么鼓掌了吗？好呆萌！！哈哈哈哈，张艺兴一般不搞笑，搞笑起来不一般[允悲] http://t.cn/EGCKxTD ​,Sun Jan 06 23:12:06 +0800 2019,2801,17308
电影少女小猪佩刀,北京,f,594400,约翰塞纳身份认证：中文名赵喜娜，电影大黄蜂主演，16次WWE世界冠军，中文十级使用者，老干妈国际无偿代言人。 http://t.cn/EGKfCp6 ​,Sun Jan 06 18:25:18 +0800 2019,1932,11813
新浪财经,北京,m,17061960,#权健动车组冠名被撤#【中国铁路中止与权健合作 动车组冠名被撤】由权健自然医学科技发展有限公司冠名的和谐号列车“权健集团”号近日已被取消冠名，中国铁路北京局集团有限公人士透露上述消息。 ​,Mon Jan 07 13:07:36 +0800 2019,860,2612
回忆专用小马甲,其他,m,35450815,岛国的choro，耳朵长长卷卷，像个双马尾宝宝[心] ​,Sun Jan 06 16:03:27 +0800 2019,1509,11014
二珂Chloe,其他,f,4732769,抓住生日的尾巴，我24啦～[心] ​,Sun Jan 06 23:41:37 +0800 2019,2693,22684
李沁,北京,f,20049681,和小室打了一架才抢到首发权的九宫图2000万福利，请查收。 ​,Sun Jan 06 18:12:50 +0800 2019,7725,40996
CPOPKing-黄子韬,北京,m,42023674,"他们说这是自然记录片…
重点是我的《分手不分离》好听[并不简单]http://t.cn/EG9Ed00 ​",Mon Jan 07 11:04:38 +0800 2019,13946,50411
HeyWarWars,海外,m,2572379,我曾经有一个男朋友，他告诉我我永远都不会成功，永远不会有机会提名格莱美，也不会有一首自己的大hit单曲，他希望我失败的如同一滩烂泥，而我对他说：会有一天，当我们早已不在一起，而你他妈的就连买一杯咖啡都会听到我的歌——Lady Gaga ​,Mon Jan 07 12:24:29 +0800 2019,340,10834
高考直通车,广东,m,2054229,【#中山大学# 挖出汉代古墓？】有学生称：中山大学正在施工建设的体育馆，今天挖出了一个汉代古墓。目前，相关消息还没有官方的确认。你怎么看？    #中山大学 古墓# ​,Sun Jan 06 17:12:52 +0800 2019,4590,14167
新浪期货,北京 海淀区,m,314563,【傅海棠：如果不能百分之百预测 我就不来做期货】如果不能百分之百预测，我就不来做期货。就是这样的。为什么？万事万物都是因果关系，找到了原因就知道了结果。不是先果后因，一定是先因而后果，这是宇宙的规律，这个是任何人改不了的。 http://t.cn/EGorsRu ​,Sun Jan 06 17:05:29 +0800 2019,669,691
视频之家,广东 广州,f,3731568,面点这样做太可爱啦，给师傅点赞，这也是个技术活啊！ http://t.cn/EGpkxNF ​,Mon Jan 07 10:01:13 +0800 2019,89,982
同道大叔,北京 东城区,m,16835659,"#大叔吐槽星座[超话]# 
今年谁也强不过狮子座🦁 ​",Sun Jan 06 20:11:02 +0800 2019,3767,6141
最美中国风,香港 中西区,f,2607566,一日清闲，一日仙。 ​,Mon Jan 07 10:07:26 +0800 2019,213,3642
人民日报,北京,m,84390944,【今天，发条微博，缅怀这位老人】①祖籍浙江宁波，1907年生于上海；②50年代末，他在香港创办邵氏兄弟公司；③长期捐助内地教育事业，累计达到30亿元；④30年，上万座“逸夫楼”，他留下的慈善精神遍布神州。2014年的今天，邵逸夫离世。“每个人的心里都有一座逸夫楼”。转发，缅怀！ ​,Mon Jan 07 11:15:02 +0800 2019,871,10217
昭宇yellowcat,北京 房山区,f,101133,#朱一龙[超话]# 衡衡太惨了[悲伤][悲伤]…沈家全员陪你[抱抱][抱抱][抱抱] ​,Mon Jan 07 11:12:18 +0800 2019,3058,9697
胡杏儿,香港,f,10446520,在長沙怎麼都要嘬一碗粉吧[馋嘴] ​,Sun Jan 06 16:38:18 +0800 2019,715,12044
北京人不知道的北京事儿,北京 西城区,m,6100587,【真好[good]】@我爱思想精髓 ：晚上空荡荡的北京地铁上，一位疲惫的母亲怀抱着熟睡的孩子，怕弄脏了座位，就把自己的背包垫在孩子的脚下。。。[心] ​,Sun Jan 06 23:17:43 +0800 2019,297,3302
天涯历知幸,其他,m,1424152,"张雨琦女士和袁巴元先生这一对，是我最欣赏的一对明星（前）夫妻

为什么这么说？

因为接地气

两人是一言不合就大打出手

我骂你狐臭劈腿女

你骂我欠钱软饭男

整个过程刀光剑影酣畅淋漓

如同无数世俗夫妻烟火味爆棚

绝不搞：

1 暗地里离了婚，为了圈钱还得对着公众秀恩爱那一套

2 为了孩子我才 ​",Sun Jan 06 23:38:20 +0800 2019,983,5659
人人视频,北京,f,6478221,#金球奖# 第76届金球奖吴珊卓凭借《杀死伊芙》获得剧情类剧集最佳女主角！她是首位获得该奖的亚裔演员，也是今晚的主持人！太棒了！期待第二季！ ​,Mon Jan 07 10:33:58 +0800 2019,679,4737
黄渤,北京 朝阳区,m,40140519,疯狂的外星人来到婉约秀气的杭州，神奇的化学反应就这么来啦[耶]最后的图捏了个@沈腾  以表感谢[偷笑]😝😝 #疯狂的外星人初一见# ​,Sun Jan 06 21:03:53 +0800 2019,2279,17741
Kakakaoo-,上海,f,8687448,"橘朵试色视频来啦~
非常秋冬显气质的颜色~
评论里揪10个宝宝送橘朵口红💄
http://t.cn/EGKEIDF http://t.cn/EGKEQZQ ​",Sun Jan 06 19:38:13 +0800 2019,13036,11468
李溪芮,北京,f,6724960,#2018阅文超级IP风云盛典# 今天开了嗓 1.13别忘了看东方卫视🙃 ​,Sun Jan 06 23:07:25 +0800 2019,2494,20102
文科班校花酱,海外,m,7471948,嘿嘿[嘻嘻] #赖床带来的好处# ​,Mon Jan 07 11:03:42 +0800 2019,1256,5694
斌斌1102,其他,f,10968,"这两天一直在捋
为纪念这个不可再来的跨年
也为或许在等的你们
可是
捋出千言万语
反反复复
却还是决定把它们埋起来
很抱歉
因为我觉得
他的好不需要旁人细节讲述来证明什么
而爱他的你们更不需要这些来相信什么
有作品有诚意有口碑
有理解有信任有默契
就够了
对于疯言疯语
会自有报应吧
和他一样
做 ​",Mon Jan 07 00:41:09 +0800 2019,4903,14042
新浪科技,北京 海淀区,f,16718307,【阿里官方回应股权调整：不影响阿里巴巴合伙人机制】阿里巴巴回应#马云转让出清淘宝股权#，称不涉及阿里巴巴集团层面的股权调整，也不影响阿里巴巴合伙人机制，马云仍将担任阿里巴巴合伙人，并继续在阿里巴巴合伙人机制中发挥重要影响力。http://t.cn/EGO6r4u ​,Mon Jan 07 13:08:28 +0800 2019,1081,3649
YouTube上的搬运工,海外 美国,m,3782440,哈哈哈哈我究竟看了什么[doge][doge]！ http://t.cn/EGi2C72 ​​​,Sun Jan 06 19:16:59 +0800 2019,1010,6269
歐陽娜娜Nana,台湾 台北市,f,12907354,"螞蟻競走運動項目創始人，我✨（驕傲）
http://t.cn/EG9Kzxr ​",Sun Jan 06 21:17:30 +0800 2019,2910,32468
道版情节,四川 成都,f,9289,校霸被老师爆打看着好可怜惹[允悲] ​,Sun Jan 06 21:14:01 +0800 2019,3082,5647
老婆,其他,f,3761257,"用意念吃火锅，评论区开始点菜吧。
我先来：一盘鱼豆腐！

#穷人的娱乐方式# ​",Sun Jan 06 20:36:16 +0800 2019,5240,10923
羅志祥,台湾 台北市,m,61736891,我旁边这位最近很火 同时做了蔡依林跟我的新专辑音乐制作人 他不是别人 他叫@StarrChen-陈星翰 ​,Sun Jan 06 19:55:17 +0800 2019,6816,53200
青春影视小综,上海,f,612653,#李诞对张艺兴的吐槽好狠##张艺兴表情管理# 张艺兴说自己来《吐槽大会》是想直面大家的批评，好让自己保持清醒。面对“流量”他说最重要的是balance。自嘲是一个表达能力有问题又喜欢表达的人，不过他说自己说了就会抗到底，把音乐市场震动一下也不是说说而已，毕竟“如果你跟我一样吹了这么猛的牛，你 ​,Sun Jan 06 20:40:29 +0800 2019,2611,18171
新浪娱乐,北京 海淀区,f,26035475,#阎肃妻女起诉阎肃儿子# 1月7日，@北京海淀法院 发布案件播报称，因对阎肃音乐著作权收益分配比例无法达成一致，阎肃妻女将其子诉至法院，要求对被继承人阎肃的音乐著作之财产权进行析产，判令李老太享有三分之二，阎女士享有六分之一。日前，海淀法院已经受理了此案。http://t.cn/EG0wg5I ​,Mon Jan 07 11:59:19 +0800 2019,2695,3902
andy_bw,北京,m,7078166,叫我雪茄先生👻 ​,Sun Jan 06 20:06:33 +0800 2019,6183,8750
期待我们的每一次相遇,广西,m,1149,这图可以说是p得很到位了[作揖]白莲女团[作揖][作揖]#顾二叔终于看清曼娘真面目##小秦氏演技太厉害##电视剧知否知否应是绿肥红瘦# ​,Sun Jan 06 23:09:41 +0800 2019,1053,9877
周冬雨,北京,f,27573880,今天要做一只活力满满的锦鸭 转发@活力伊利 置顶微博 说出你的2019成长心愿 说不定会实现哦 #2019家满活力# ​,Mon Jan 07 10:03:14 +0800 2019,9939,19236
wu2198,广西 南宁,f,6293865,早安，早起的人们⋯⋯愿新的一周点赞派的众亲赚大钱！🙏🙏🙏 ​,Mon Jan 07 07:05:08 +0800 2019,319,8148
吳京,北京,m,12447403,体验生活，岗什卡 ​,Mon Jan 07 11:01:57 +0800 2019,591,7445
is_rules,北京 东城区,m,1256,"@李诞  你的稿子不行，没说到点子上，我给你写一个作为参考。
大家好我是李诞，今天吐槽大会最后一期，我们请来了方文山，沈玉琳，欧阳靖，欧阳娜娜，孙艺兴，哦对不起，张艺兴，一个让人始终无法记住名字的顶级流量。大家有没有发现，你虽然记不住他的名字，但是他下跪，吃草，日地，摸人屁股，抠图拍 ​",Mon Jan 07 01:17:38 +0800 2019,4022,17592
圈内狙击手,北京 东城区,f,880863,#欧阳娜娜 可爱# 一害羞就捂嘴，从小到大都没变的可爱～ ​,Sun Jan 06 22:46:00 +0800 2019,1230,12062
日本这些事儿,其他,f,187951,米津玄師——lemon [doge] 唱的不错哦 http://t.cn/EG9HtVn ​,Sun Jan 06 21:38:01 +0800 2019,1460,2849
胖虎哥哥哥,北京,m,1226254,应安排 以到达候机室🙏 ​,Sun Jan 06 20:37:28 +0800 2019,6887,43353
余丰慧,北京 东城区,m,2692197,"#清华奖学金答辩会 神仙打架#这个太厉害了！清华大学特等奖学金于1989年设立，是学校授予在校学生的最高荣誉。该奖项每年奖励表现最突出的二十名在校学生，其中本科生十名，研究生十名。
 特等奖学金用以表彰全面发展、综合素质优秀；或者在某一方面具有突出表现或成绩，在学生中发挥良好的引领示范作 ​",Sun Jan 06 18:05:41 +0800 2019,1867,10156
王晰,北京,m,2176665,#王晰[超话]# 谢谢你们！我的铁铁们. ​,Mon Jan 07 01:55:57 +0800 2019,3183,11691
王晓晨,北京,f,9726926,听 …海浪的声音…🌊 ​,Sun Jan 06 16:16:24 +0800 2019,11987,14140
酷酷的滕,其他,m,6750686,我要疯了 我膨胀的要死 过气网红在线回光返照 ​,Sun Jan 06 16:37:51 +0800 2019,2874,18724
BTS_official,海外 韩国,m,3446610,"[#本月的BTS#] 我们ARMY得人气奖啦🏆🌹
#云村人气王ARMY##投票辛苦了ARMY# ​",Sun Jan 06 21:30:24 +0800 2019,7277,34814
头条新闻,北京,f,59601935,【#仙女寝室覆灭记#后续：当事人已写检讨，或将面临校级处分】1月5日，江西师范大学几名研究生打造“仙女寝室”的视频引起@中国消防 @江西消防 @南昌市消防支队 的关注。消防蜀黍说：没有隐患？学生宿舍属于人员密集场所，不得随意乱接电线，擅自增加用电设备。随后该宿舍装饰被拆除。据中青网消息，6 ​,Sun Jan 06 23:59:03 +0800 2019,5664,6580
陈坤,重庆,m,93390497,"“这就是生命的轮回，有人来，有人去。”
#山下学堂#
2018新人班毕业大戏《冬天的葬礼》一共5场，今天圆满落幕
感谢戏剧
让年轻的你们绽放
在未来 ​",Sun Jan 06 19:59:02 +0800 2019,4024,19554
衣锦夜行的燕公子,其他,m,4385957,"张艺兴为啥要去吐槽大会，感觉他很痛苦，是那种逼自己面对的痛苦，就像恐高症患者硬要过透明玻璃栈桥，恐水症患者强迫自己游泳。
我在新西兰蹦极地方挣扎很久，终于想通，人生也不一定要事事都勇敢面对，做一个鹌鹑也可以的。 ​",Mon Jan 07 01:11:18 +0800 2019,2527,3854
北京人不知道的北京事儿,北京 西城区,m,6100587,英国版王思聪？身价近千亿，英国女王都住他家的地，家族企业遍布全世界，还是乔治小王子的教父，热心公益和慈善。。。他就是第七代威斯敏斯特公爵Hugh Grosvenor，感受一下这位英国贵族。（by胡椒视频）http://t.cn/EGxj1CD ​​​,Sun Jan 06 18:58:40 +0800 2019,1460,8022
不吃菜XBS,其他,f,140102,"#为什么小公爷不是男主#别问为什么了，人家男女主官配天生一对锁死了用别人瞎操心吗。小公爷给我哭，给我签婚书，给我“要风得风”，给我升官发财。 

对于齐衡这个人物，朱一龙是有自洽的表演逻辑的。他不是一个刻意悲情的角色，他本应是追求美好爱情的美好年轻人，但恰恰成为那个时代枷锁的受害者。 ​",Sun Jan 06 20:36:54 +0800 2019,2855,21128
沈梦辰,湖南 长沙,f,6536625,西安人民太幸福了！！此刻我已经神魂颠倒了…[馋嘴] ​,Mon Jan 07 10:26:38 +0800 2019,712,10168
绯丨aa2116,其他,f,8936,"2018年《人物》杂志的年度人物之一杨超越
这本国家级权威杂志，创刊数十年头次封面人物全选用女性，这不仅仅是对杨超越自身所展露的品质与身肩的关注的肯定，更是对我国女性对社会推动所作出的贡献的肯定。
http://t.cn/EG0IRVs ​",Mon Jan 07 10:46:16 +0800 2019,9721,12906
扒圈小猪,海外,f,2467600,#张艺兴表情管理#被张艺兴的表情可爱到[笑哈哈] ​,Sun Jan 06 21:17:53 +0800 2019,1622,26523
芒果娱乐,北京 朝阳区,f,2695746,"朱一龙专访：#朱一龙[超话]# 《新闻当事人》采访第一部分：破冰者，宝藏男孩朱一龙。
谈跨年演唱歌曲《男孩》
@朱一龙 ：有些紧张，唱歌其实是对我有难度的，毕竟没有经历过专业的训练。
谈《知否知否应是绿肥红瘦》齐衡小公爷：
A：很孝顺父母、知礼数的一个角色。齐衡看似是很完美的角色，但他其实是 ​",Sun Jan 06 18:13:47 +0800 2019,5405,17445
少女大师姊,其他,f,182758,"看到这个求助脑袋里嗡的一下
一个是不敢相信大环境已经糟糕到这种程度
另一个是为这位年轻女孩的健康忧心如焚！随着时间的推移，引产手术的风险也会越来越大
希望能有熟悉当地情况的朋友帮她们指条明路[泪][泪][泪]

＝＝＝＝＝

当事人更新：见图2。我当时向投稿人询问坐标和具体信息，是为了向熟悉当 ​",Sun Jan 06 20:55:44 +0800 2019,3743,1306
Rookie_人气榜,上海,m,109166,TC Candler#亚太区最帅100张面孔#  第一批提名名单（按提名顺序）：蔡徐坤、鹿晗、Justin黄明昊、朱正廷、木子洋、毕雯珺、卜凡、王源、范丞丞、灵超、易烊千玺、林彦俊、王嘉尔、吴亦凡、张艺兴、王一博、吴世勋、陈立农、秦奋、炎亚纶，你为谁的颜值打Call？http://t.cn/EG9XXv1 ​,Sun Jan 06 21:29:41 +0800 2019,37378,161
袁立,其他,f,15044046,管理一个公益机构好难啊！里面最难的是人的心。 ​,Sun Jan 06 22:43:39 +0800 2019,546,2714
娱乐星扒客,北京 朝阳区,f,2609012,"#李诞对张艺兴的吐槽好狠#
艺兴：能麻烦摄像老师多拍我几个笑吗？怕一会儿笑不出来真的[笑cry][笑cry][笑cry]#张艺兴表情管理# ​",Sun Jan 06 22:31:04 +0800 2019,1045,12704
谢璟宸,北京 东城区,m,21056,"北宋 真珠舍利宝幢（复制件）
百微镜头拍的感觉很棒哦～
#遇见艺术# ​",Sun Jan 06 18:21:21 +0800 2019,242,2615
新浪新闻,北京,m,14190407,#仙女寝室当事人将面临处分#【仙女寝室覆灭记后续：当事人已写检讨，或将面临校级处分】近日，一则“研究生花费近万元打造‘仙女寝室’”的内容引发网友热议。涉事宿舍因存在“隐患”问题先后遭到“中国消防”、“江西消防”等官微的关注并将宿舍隐患整改。6日上午有学生反映当事学生已写检讨，或将面 ​,Sun Jan 06 22:40:00 +0800 2019,2292,3773
中国消防,北京,m,2780650,江西师范大学关于#仙女寝室当事人将面临处分#的声明：并未对学生进行校纪处分。对事不对人，加强安全教育和管理，进一步做好学校的安全工作。赞！[good] ​,Mon Jan 07 12:07:48 +0800 2019,1458,7503
星野,海外 其他,m,3558695,幸福到转圈圈 http://t.cn/EG9ZQY7 ​,Sun Jan 06 20:28:16 +0800 2019,1444,14322
栗子超可爱耶,其他,f,4434130,"直接赞 !!!
揪一位小可爱送雅诗兰黛·dw粉底液
一定要关.注我！明天就开[小仙女] ​​​",Sun Jan 06 22:01:55 +0800 2019,907,17450
思想聚焦,广东 广州,m,27877233,"什么才是真正的情商？[赞]

自己属于内向型的人，在更年轻时候的很长一段时间甚至被周边人认为是一个低情商的人，因为我比较腼腆，更喜欢独处，待人待事不够圆滑，喜怒哀乐常常显现在脸上，不喜欢广交朋友。。。

曾经一度想要改变自己的性格，让自己变得更为外向，但却又觉得违心，所以常常陷入矛盾两 ​",Mon Jan 07 08:03:03 +0800 2019,434,6730
八组兔区爆料,北京 东城区,m,3212231,袁巴元刚刚点赞的微博是几个意思？[吃瓜][吃瓜] ​,Mon Jan 07 00:25:20 +0800 2019,1629,8134
锦鲤大王,福建 福州,m,17943628,"晚安周日，晚安小锦鲤们。
愿望交给锦鲤们，你只管努力就行，握鳍。**。Ｏ。ｏ〇。〇Ｏｏ。*Ｏｏ。* 。*Ｏｏ。* 。*Ｏｏ。* ​​​​*Ｏｏ。* 。*Ｏ。*Ｏｏ http://t.cn/EG9WOA4 ​",Sun Jan 06 21:30:07 +0800 2019,3031,6439
美术志-李金泽,湖南 长沙,m,3633,#艺术升崩溃#平心而论，希望给所有艺考生一个交代[吃瓜] ​,Sun Jan 06 17:22:07 +0800 2019,2919,18605
邢昭林,北京 朝阳区,m,14553477,有点紧张，但总算是开口唱了[doge]  ​,Sun Jan 06 21:52:05 +0800 2019,23309,63035
肆月山河,北京,f,113471,"-
一日两箸三餐 
四季五味流转

20190106 锋味西安路透  白宇高清1P ​",Mon Jan 07 00:10:38 +0800 2019,1574,6275
林小宅-,广东,f,8510781,最近🐟🐟🐟 ​,Sun Jan 06 22:42:03 +0800 2019,3885,12971
旧情甚堪,陕西,m,1222057,"人生总是这样，错过了就再也回不来了。
1

一对情侣，相爱了七年女孩想结婚，可男孩还没玩够，两个人为此争吵不断，终于分手。分手之后，男孩才发现自己无比想念女孩，每天的日子都无法忍受，于是他买了最漂亮的戒指，摆了一地的鲜花，跪在女孩下班的路上，向她求婚，好多人都停下来，等待着一场好戏， ​",Sun Jan 06 18:10:25 +0800 2019,584,7154
花灼泰,海外 其他,f,3130,#宋茜[超话]# 直拍！绝美宋茜[舔屏]跳舞的时候简直让人移不开眼睛[心]本人脸超小，身材超好！[羞嗒嗒][羞嗒嗒][羞嗒嗒] http://t.cn/EGCCBv8 ​,Sun Jan 06 23:17:38 +0800 2019,3727,7571
宋轶xiaoyiyi,北京,f,4023263,#2018阅文超级IP风云盛典# [给你小心心] ​,Sun Jan 06 18:15:06 +0800 2019,1909,10378
大连海关12360服务热线,辽宁,m,2117,对前期网络出现的反映我关关员管兆津生活作风问题的有关情况，大连海关立即对当事人停职并开展调查。在履行对管兆津的党纪、政纪处分和组织处理过程中，又收到反映“管兆津包庇协助走私、贪污受贿”等新的问题线索和网络反映，大连海关高度关注，已决定按照纪检监察工作程序要求将上述问题线索予以合并 ​,Sun Jan 06 20:15:15 +0800 2019,2761,3866
每日微博搞笑精选,北京,f,9958453,刚做好的火锅和米饭，还没来得及拍照炫耀呢，突然掉下来一大块墙皮……天降正义[允悲] ​#什么菜才是真正的米饭杀手# ​,Mon Jan 07 08:40:26 +0800 2019,1477,7434
片寄凉太RyotaKatayose,海外 日本,m,1111768,"谢谢你们的支持🦁✨ 
It's my energy...🔥🔥 ​",Mon Jan 07 14:54:12 +0800 2019,2098,8765
反裤衩阵地,北京 朝阳区,m,2042515,其实实现不了财务自由、能实现时间自由也是好的。尤其中年以后，只要家里老人随便生个病，你就知道不用打卡坐班是多么值得感恩的事。 ​,Mon Jan 07 09:11:08 +0800 2019,229,1401
文怡,北京 东城区,f,5724139,"每一个周末，我俩都在带孩子，他带大的出去，我带小的在家，我带大的出去，他带小的在家。大小两只都在家，就一起看着。

我俩现在所谓的属于“自己的时间”完全没有。周一到周五也是进家门接过孩子，就到第二天早晨了。

我跟老公科普过，陪伴孩子的时间，就是现阶段的属于自己的时间，所以得好好珍惜 ​",Mon Jan 07 08:42:32 +0800 2019,294,869
娱乐日爆社,北京,m,5697398,#石原里美戴啥都好看##石原里美[超话]#试戴贝雷帽的片段也太好看了吧，各种颜色都能hold住，这什么神仙颜值[色][色]话说戴啥都好看的人也太费钱了[允悲]你种草哪个颜色的帽子？！#美女戴贝雷帽 我戴贝雷帽# http://t.cn/EG97f8t ​,Sun Jan 06 20:21:41 +0800 2019,867,6778
安徽反邪教,安徽,f,327897,#打开体检报告所需要的勇气#【2019，别拿身体不当回事！速转#体检报告阅读指南#[围观]】#打开体检报告所需要的勇气#[吃惊][吃惊]你会看体检报告吗？新的一年，做各项计划的时候，千万别忽视了健康。每次体检后，拿到报告单总一脸茫然？尿酮体、胆固醇、甘油三酯…这些指标都是什么意思？出现升高或降低 ​,Sun Jan 06 19:30:40 +0800 2019,185,2755
游识猷,福建 厦门,f,3106449,"写了一篇非常非常长的文章《穷养与富养：为什么现在养个孩子那么难？》。

自己总结个太长不看版——

1️⃣ 家长认为“育儿责任”包括哪些？

富养：认为家长的首要职责，是确保孩子的天赋得到发展。

穷养：认为家长的首要职责，是给孩子提供物质照顾和精神抚慰。

2️⃣ 孩子的课余时间怎么安排？

 ​",Mon Jan 07 11:13:07 +0800 2019,391,1061
故心电影,海外 美国,m,6215868,#张艺兴表情管理##李诞对张艺兴的吐槽好狠##李诞吐槽张艺兴太狠#《吐槽大会》上@李诞 吐槽张艺兴@努力努力再努力x 的人设、小绵羊的眼神实在太可怜了，张艺兴你要记住你已经是一个成熟的小羊了，怼回去！[爱你] http://t.cn/EG9XCzD ​,Sun Jan 06 21:11:23 +0800 2019,1569,8161
最神奇的视频,海外 美国,m,11850442,【2019年个人所得税怎么算？多发一块会少得千元吗？李永乐老师讲年终奖盲区】点开看看吧！这个视频与你切身相关！ http://t.cn/EGpj4ZU ​,Mon Jan 07 09:17:27 +0800 2019,232,1745
刀兄,广东,m,1606107,看图：阿里系和腾讯系到底有多强大！ ​,Sun Jan 06 17:36:16 +0800 2019,669,3873
潘粤明,北京 朝阳区,m,5815791,谢谢大家！谢谢长沙！我们腻牛见[心] ​,Sun Jan 06 23:02:26 +0800 2019,3624,9621
林俊杰,台湾 台北市,m,48320223,要給世界最悠長濕吻的 @蔡健雅 也能進階成功嗎？#林俊杰进阶绕口令# #林俊杰进阶# http://t.cn/EGKkDsD ​,Sun Jan 06 20:07:41 +0800 2019,3264,23927
大连老湿王博文,广东,m,2907478,十号更新骑骆驼视频！想看的点个赞！ ​,Mon Jan 07 14:13:43 +0800 2019,240,5962
麥玲玲,香港,f,12786752,附上年底大掃除吉日吉时（图一）。若去年是运气好的朋友，应该從门口掃入屋内，留住旺气；若然去年运气不理想，由屋里面掃往屋外，再以柚子葉煲水，抹抹家中每个角落，去除晦气；除了清除雜物，同时亦可扔掉一些传统上認为是藏穢气或不吉利物品，如门垫，舊鞋，藥物等，令新一年气运更好，健康更佳。 ​,Sun Jan 06 23:06:39 +0800 2019,245,1084
会火,其他,m,5660672,#会火娱乐快报# 【#林永健点赞吴珊卓获奖# 】第76届#金球奖# ，吴珊卓凭《杀死伊芙》获得剧情类剧集最佳女主角！成为第一个获金球奖剧情类视后的亚裔。随后，林永健点赞了吴珊卓相关获奖消息。据悉，早前两人因容貌相像引起热议。[哈哈] ​,Mon Jan 07 12:15:04 +0800 2019,1052,6308
许凯soso,广东,m,3609231,分享图片 ​,Sun Jan 06 20:34:49 +0800 2019,3129,11842
法图麦的妈妈,北京,f,3100438,早安 ​,Mon Jan 07 07:02:49 +0800 2019,686,1780
韩国me2day,海外,m,20234910,"【#第33届金唱片#】#金钟铉[超话]# 摘得<第33届金唱片>唱片部门本赏!!领奖的#SHINee[超话]# 成员#崔珉豪[超话]# #泰民[超话]# 发表获奖感言~

珉豪表示""首先,能给予钟铉哥这样好的奖项非常感谢,代替钟铉哥向一如既往的应援和支持着的粉丝SHINee World表示感谢"".

泰民表示""希望各位可以一直记得那个到 ​",Sun Jan 06 18:11:56 +0800 2019,929,12958
耳帝,其他,m,13295158,徐佳莹直播弹唱艾怡良的《Forever Young》，徐佳莹说这是她2018年最爱的歌，艾怡良的婉转隽永，徐佳莹的温柔缱绻，同一首歌被赋予着不同的气质与味道，同样好听…http://t.cn/EGCJaVW ​,Sun Jan 06 22:57:10 +0800 2019,512,4548
财宝宝,海外,m,1389654,"四十不惑。
        回顾过去四十多年，我只有一个感觉，人生是由无数个偶然构成的，努力不能改变命运，只要一个意外发生，你不一定能够过上平庸的生活。我所有的努力，都没有在最后取得成绩，过程特别痛苦。而我所获得的一切，基本都是意外收获。
        我是学霸，top1，但我没有评上副高。
        ​",Mon Jan 07 00:57:51 +0800 2019,314,1268
一支上上签,海外 印尼,f,6950111,你最期待的好结果，正在向你发射 ​,Mon Jan 07 11:08:42 +0800 2019,1258,5543
鸡毛蒜皮与鸡毛蒜皮,北京,f,3851767,……画了一个正脸，画出了整容失败的效果、叫天地不灵、我要疯[抓狂][抓狂][抓狂] ，唯有一睡解千愁。 ​,Sun Jan 06 16:40:15 +0800 2019,438,2540
王力宏,台湾 台北市,m,62974624,新加坡昨晚的演出和今天的早餐都萃取了灵魂的养分。中间图是我小时候的小提琴老师，Lim Soon-lee.  教了我不只是小提琴，更是如何爱上音乐，如何进入音乐的美好世界。当年我才九岁... 2019年，师徒关系升华到知音了。🎵❤️🐲#王力宏龙的传人2060# ​,Sun Jan 06 21:09:12 +0800 2019,5189,7893
豆瓣说,广东,m,7236812,哪本小说最能让你念念不忘废寝忘食彻底入迷的读完它呢？ ​,Sun Jan 06 22:02:00 +0800 2019,1560,3837
搞笑大妹子,四川,f,952863,这是什么跨越一切的爱情，渴望这样的爱情哟 【搞笑】 ​,Sun Jan 06 17:43:25 +0800 2019,990,7499
Fancystyle,广东 广州,f,3530021,重新开始鸭。我在这里呢～ http://t.cn/EG9GOKr ​,Sun Jan 06 20:46:54 +0800 2019,11816,2501
我家的小蛮,北京 朝阳区,f,1948311,这组是手机拍的[兔子] ​,Mon Jan 07 10:23:36 +0800 2019,0,3273
太皇太后您有喜啦,陕西 西安,m,4538642,投稿：当朋友跟我说爱情时 #当朋友跟我说爱情时#http://t.cn/EGCHx8U ​,Sun Jan 06 23:38:26 +0800 2019,2125,3460
全是壁纸啊,北京,f,2792699,"赞里安排一个姐妹拥有这支姜饼人唇釉🧚🏻‍♀️
明天就开!!!记得点个关·注[好喜欢][好喜欢] ​",Sun Jan 06 21:00:25 +0800 2019,865,17585
天津股侠,天津,m,5625303,早间看盘：1月7日，晴天。周末消息面传来三大利好消息，国内主要有央行全面实施降准超预期释放流动性，基建投资加码的信号已经非常明确，美联储主席鲍威尔一改上次对市场的“冷漠”，变得有些“鸽派”，欧洲美股大幅反弹。新年伊始，面对国内经济步步下滑，PMI跌破荣枯线后，国内开始实施放松货币政策 ​,Mon Jan 07 07:59:33 +0800 2019,158,1965
超级育儿,上海,f,1382753,外网友总结了19个父母带孩子的小技巧，这么实用又喜感的建议也是够了。 ​,Sun Jan 06 16:30:10 +0800 2019,301,4301
郭斯特,其他,m,15311397,不要再嘲笑胖虎了，我们虎子长牙牙了！ http://t.cn/EGKFhiJ ​,Sun Jan 06 20:07:56 +0800 2019,1097,8324
HeyWarWars,海外,m,2572379,"每人来一个英文歌名的土味翻译[doge]我先：

Back To December——回到腊月 ​",Sun Jan 06 23:24:32 +0800 2019,4297,5186
